"Vorwahl";"Ortsnetzname";"Gemeindename";"Gemeindekennzahl"
"03671";"Saalfeld Saale";"Unterwellenborn";"16073027"
"03671";"Saalfeld Saale";"Unterwellenborn";"16073095"
"03672";"Rudolstadt";"Bad Blankenburg, Stadt";"16073005"
"03672";"Rudolstadt";"Remda-Teichel, Stadt";"16073105"
"03672";"Rudolstadt";"Rudolstadt, Stadt";"16073076"
"03672";"Rudolstadt";"Uhlstadt-Kirchhasel";"16073109"
"036730";"Sitzendorf";"Allendorf";"16073001"
"036730";"Sitzendorf";"Bechstedt";"16073006"
"036730";"Sitzendorf";"Doschnitz";"16073017"
"036730";"Sitzendorf";"Rohrbach";"16073074"
"036730";"Sitzendorf";"Schwarzburg";"16073082"
"036730";"Sitzendorf";"Sitzendorf";"16073084"
"036730";"Sitzendorf";"Unterwei?bach";"16073094"
"036731";"Unterloquitz";"Probstzella";"16073067"
"036732";"Konitz";"Unterwellenborn";"16073009"
"036732";"Konitz";"Unterwellenborn";"16073027"
"036732";"Konitz";"Unterwellenborn";"16073043"
"036733";"Kaulsdorf";"Hohenwarte";"16073035"
"036733";"Kaulsdorf";"Kamsdorf";"16073036"
"036733";"Kaulsdorf";"Kaulsdorf";"16073038"
"036733";"Kaulsdorf";"Leutenberg, Stadt";"16073106"
"036734";"Leutenberg";"Leutenberg, Stadt";"16073106"
"036734";"Leutenberg";"Probstzella";"16073067"
"036735";"Probstzella";"Probstzella";"16073067"
"036736";"Arnsgereuth";"Arnsgereuth";"16073004"
"036736";"Arnsgereuth";"Probstzella";"16073067"
"036736";"Arnsgereuth";"Saalfelder Hohe";"16073108"
"036736";"Arnsgereuth";"Wittgendorf";"16073101"
"036737";"Drognitz";"Altenbeuthen";"16073002"
"036737";"Drognitz";"Drognitz";"16073107"
"036738";"Konigsee";"Allendorf";"16073001"
"036738";"Konigsee";"Drobischau";"16073021"
"036738";"Konigsee";"Herschdorf";"16070027"
"036738";"Konigsee";"Konigsee, Stadt";"16073042"
"036738";"Konigsee";"Oberhain";"16073063"
"036739";"Rottenbach";"Bad Blankenburg, Stadt";"16073005"
"036739";"Rottenbach";"Konigsee, Stadt";"16073042"
"036739";"Rottenbach";"Rottenbach";"16073075"
"036741";"Bad Blankenburg";"Bad Blankenburg, Stadt";"16073005"
"036741";"Bad Blankenburg";"Saalfelder Hohe";"16073108"
"036742";"Uhlstadt";"Uhlstadt-Kirchhasel";"16073032"
"036742";"Uhlstadt";"Uhlstadt-Kirchhasel";"16073109"
"036743";"Teichel";"Blankenhain, Stadt";"16071008"
"036743";"Teichel";"Remda-Teichel, Stadt";"16073105"
"036743";"Teichel";"Uhlstadt-Kirchhasel";"16073029"
"036743";"Teichel";"Uhlstadt-Kirchhasel";"16073109"
"036744";"Remda";"Remda-Teichel, Stadt";"16073105"
"03675";"Sonneberg Thur";"Effelder-Rauenstein";"16072002"
"03675";"Sonneberg Thur";"Foritz";"16072005"
"03675";"Sonneberg Thur";"Judenbach";"16072009"
"03675";"Sonneberg Thur";"Mengersgereuth-Hammern";"16072012"
"03675";"Sonneberg Thur";"Neuhaus-Schierschnitz";"16072014"
"03675";"Sonneberg Thur";"Oberland am Rennsteig";"16072022"
"03675";"Sonneberg Thur";"Sonneberg, Stadt";"16072018"
"036761";"Heubisch";"Foritz";"16072005"
"036762";"Steinach Thur";"Oberland am Rennsteig";"16072022"
"036762";"Steinach Thur";"Steinach, Stadt";"16072019"
"036764";"Neuhaus-Schierschnitz";"Foritz";"16072005"
"036764";"Neuhaus-Schierschnitz";"Neuhaus-Schierschnitz";"16072014"
"036766";"Schalkau";"Bachfeld";"16072001"
"036766";"Schalkau";"Effelder-Rauenstein";"16072002"
"036766";"Schalkau";"Schalkau, Stadt";"16072015"
"03677";"Ilmenau Thur";"Elgersburg";"16070011"
"03677";"Ilmenau Thur";"Geraberg";"16070019"
"03677";"Ilmenau Thur";"Ilmenau, Stadt";"16070029"
"03677";"Ilmenau Thur";"Langewiesen, Stadt";"16070032"
"03677";"Ilmenau Thur";"Martinroda";"16070034"
"03677";"Ilmenau Thur";"Wolfsberg";"16070055"
"036781";"Grossbreitenbach";"Altenfeld";"16070002"
"036781";"Grossbreitenbach";"Bohlen";"16070005"
"036781";"Grossbreitenbach";"Friedersdorf";"16070016"
"036781";"Grossbreitenbach";"Gillersdorf";"16070022"
"036781";"Grossbreitenbach";"Goldisthal";"16072006"
"036781";"Grossbreitenbach";"Gro?breitenbach, Stadt";"16070025"
"036781";"Grossbreitenbach";"Herschdorf";"16070027"
"036781";"Grossbreitenbach";"Katzhutte";"16073037"
"036781";"Grossbreitenbach";"Neustadt am Rennsteig";"16070038"
"036781";"Grossbreitenbach";"Wildenspring";"16070052"
"036782";"Schmiedefeld a Rennsteig";"Frauenwald";"16070015"
"036782";"Schmiedefeld a Rennsteig";"Schmiedefeld am Rennsteig";"16070046"
"036782";"Schmiedefeld a Rennsteig";"Suhl, Stadt";"16054000"
"036783";"Gehren Thur";"Gehren, Stadt";"16070018"
"036783";"Gehren Thur";"Mohrenbach";"16070035"
"036783";"Gehren Thur";"Pennewitz";"16070042"
"036784";"Stutzerbach";"Stutzerbach";"16070049"
"036785";"Grafinau-Angstedt";"Langewiesen, Stadt";"16070032"
"036785";"Grafinau-Angstedt";"Wolfsberg";"16070055"
"03679";"Neuhaus a Rennweg";"Neuhaus am Rennweg, Stadt";"16072013"
"03681";"Suhl";"St.Kilian";"16069048"
"03681";"Suhl";"Suhl, Stadt";"16054000"
"03681";"Suhl";"Zella-Mehlis, Stadt";"16066092"
"03682";"Zella-Mehlis";"Zella-Mehlis, Stadt";"16066092"
"03683";"Schmalkalden";"Floh-Seligenthal";"16066023"
"03683";"Schmalkalden";"He?les";"16066032"
"03683";"Schmalkalden";"Schmalkalden, Kurort, Stadt";"16066063"
"036840";"Trusetal";"Brotterode, Kurort, Stadt";"16066014"
"036840";"Trusetal";"Trusetal";"16066074"
"036841";"Schleusingen";"Kloster Ve?ra";"16069025"
"036841";"Schleusingen";"Nahetal-Waldau";"16069059"
"036841";"Schleusingen";"Schleusingen, Stadt";"16069043"
"036841";"Schleusingen";"St.Kilian";"16069048"
"036842";"Oberhof Thur";"Luisenthal";"16067044"
"036842";"Oberhof Thur";"Oberhof, Stadt";"16066047"
"036843";"Benshausen";"Benshausen";"16066006"
"036843";"Benshausen";"Schwarza";"16066065"
"036844";"Rohr Thur";"Christes";"16066015"
"036844";"Rohr Thur";"Kuhndorf";"16066038"
"036844";"Rohr Thur";"Rohr";"16066058"
"036845";"Gehlberg";"Gehlberg";"16070017"
"036846";"Suhl-Dietzhausen";"Dillstadt";"16066016"
"036846";"Suhl-Dietzhausen";"Grub";"16069017"
"036846";"Suhl-Dietzhausen";"Marisfeld";"16069028"
"036846";"Suhl-Dietzhausen";"Oberstadt";"16069035"
"036846";"Suhl-Dietzhausen";"Schmeheim";"16069044"
"036846";"Suhl-Dietzhausen";"Suhl, Stadt";"16054000"
"036847";"Steinbach-Hallenberg";"Altersbach";"16066001"
"036847";"Steinbach-Hallenberg";"Bermbach";"16066008"
"036847";"Steinbach-Hallenberg";"Oberschonau, Kurort";"16066051"
"036847";"Steinbach-Hallenberg";"Rotterode";"16066062"
"036847";"Steinbach-Hallenberg";"Springstille";"16066067"
"036847";"Steinbach-Hallenberg";"Steinbach-Hallenberg, Kurort, Stadt";"16066069"
"036847";"Steinbach-Hallenberg";"Unterschonau";"16066077"
"036847";"Steinbach-Hallenberg";"Viernau";"16066082"
"036848";"Wernshausen";"Breitungen/Werra";"16066013"
"036848";"Wernshausen";"Fambach";"16066022"
"036848";"Wernshausen";"Schwallungen";"16066064"
"036848";"Wernshausen";"Wernshausen";"16066087"
"036849";"Kleinschmalkalden";"Floh-Seligenthal";"16066023"
"036849";"Kleinschmalkalden";"Floh-Seligenthal";"16066037"
"03685";"Hildburghausen";"Gleichamberg";"16069014"
"03685";"Hildburghausen";"Hildburghausen, Stadt";"16069024"
"03685";"Hildburghausen";"Reurieth";"16069037"
"03685";"Hildburghausen";"Straufhain";"16069049"
"03685";"Hildburghausen";"Veilsdorf";"16069053"
"03686";"Eisfeld";"Auengrund";"16069058"
"03686";"Eisfeld";"Bockstadt";"16069005"
"03686";"Eisfeld";"Eisfeld, Stadt";"16069012"
"03686";"Eisfeld";"Sachsenbrunn";"16069039"
"036870";"Masserberg";"Katzhutte";"16073037"
"036870";"Masserberg";"Masserberg";"16069061"
"036871";"Bad Colberg-Heldburg";"Bad Colberg-Heldburg, Stadt";"16069002"
"036871";"Bad Colberg-Heldburg";"Hellingen";"16069019"
"036871";"Bad Colberg-Heldburg";"Schweickershausen";"16069046"
"036871";"Bad Colberg-Heldburg";"Ummerstadt, Stadt";"16069052"
"036873";"Themar";"Ahlstadt";"16069001"
"036873";"Themar";"Beinerstadt";"16069003"
"036873";"Themar";"Bischofrod";"16069004"
"036873";"Themar";"Dingsleben";"16069008"
"036873";"Themar";"Ehrenberg";"16069009"
"036873";"Themar";"Eichenberg";"16069011"
"036873";"Themar";"Grimmelshausen";"16069016"
"036873";"Themar";"Henfstadt";"16069021"
"036873";"Themar";"Kloster Ve?ra";"16069025"
"036873";"Themar";"Lengfeld";"16069026"
"036873";"Themar";"Reurieth";"16069037"
"036873";"Themar";"St.Bernhard";"16069047"
"036873";"Themar";"Themar, Stadt";"16069051"
"036874";"Schonbrunn b Hildburghaus";"Masserberg";"16069061"
"036874";"Schonbrunn b Hildburghaus";"Schleusegrund";"16069042"
"036875";"Straufhain-Streufdorf";"Gleichamberg";"16069014"
"036875";"Straufhain-Streufdorf";"Gompertshausen";"16069015"
"036875";"Straufhain-Streufdorf";"Schlechtsart";"16069041"
"036875";"Straufhain-Streufdorf";"Straufhain";"16069049"
"036875";"Straufhain-Streufdorf";"Westhausen";"16069056"
"036878";"Oberland";"Auengrund";"16069058"
"036878";"Oberland";"Brunn/Thur.";"16069006"
"036878";"Oberland";"Nahetal-Waldau";"16069059"
"036878";"Oberland";"Veilsdorf";"16069053"
"03691";"Eisenach Thur";"Eisenach, Stadt";"16056000"
"03691";"Eisenach Thur";"Gerstungen";"16063097"
"03691";"Eisenach Thur";"Horselberg-Hainich";"16063095"
"03691";"Eisenach Thur";"Krauthausen";"16063046"
"03691";"Eisenach Thur";"Marksuhl";"16063052"
"03691";"Eisenach Thur";"Wutha-Farnroda";"16063092"
"036920";"Grossenlupnitz";"Eisenach, Stadt";"16056000"
"036920";"Grossenlupnitz";"Horselberg-Hainich";"16063095"
"036921";"Wutha-Farnroda";"Wutha-Farnroda";"16063092"
"036922";"Gerstungen";"Berka/Werra, Stadt";"16063007"
"036922";"Gerstungen";"Dankmarshausen";"16063014"
"036922";"Gerstungen";"Dippach";"16063017"
"036922";"Gerstungen";"Gerstungen";"16063097"
"036922";"Gerstungen";"Gro?ensee";"16063036"
"036923";"Treffurt";"Treffurt, Stadt";"16063076"
"036924";"Mihla";"Berka v. d. Hainich";"16063006"
"036924";"Mihla";"Bischofroda";"16063008"
"036924";"Mihla";"Ebenshausen";"16063019"
"036924";"Mihla";"Frankenroda";"16063028"
"036924";"Mihla";"Hallungen";"16063037"
"036924";"Mihla";"Lauterbach";"16063049"
"036924";"Mihla";"Mihla";"16063055"
"036924";"Mihla";"Nazza";"16063058"
"036925";"Marksuhl";"Berka/Werra, Stadt";"16063007"
"036925";"Marksuhl";"Ettenhausen a.d. Suhl";"16063024"
"036925";"Marksuhl";"Gerstungen";"16063097"
"036925";"Marksuhl";"Marksuhl";"16063052"
"036925";"Marksuhl";"Moorgrund";"16063094"
"036925";"Marksuhl";"Wolfsburg-Unkeroda";"16063089"
"036926";"Creuzburg";"Creuzburg, Stadt";"16063013"
"036926";"Creuzburg";"Ifta";"16063039"
"036926";"Creuzburg";"Krauthausen";"16063046"
"036926";"Creuzburg";"Treffurt, Stadt";"16063076"
"036927";"Unterellen";"Gerstungen";"16063097"
"036928";"Neuenhof  Thur";"Eisenach, Stadt";"16056000"
"036928";"Neuenhof  Thur";"Krauthausen";"16063046"
"036929";"Ruhla";"Emsetal";"16067084"
"036929";"Ruhla";"Marksuhl";"16063052"
"036929";"Ruhla";"Moorgrund";"16063094"
"036929";"Ruhla";"Ruhla, Stadt";"16063066"
"036929";"Ruhla";"Seebach";"16063071"
"036929";"Ruhla";"Wutha-Farnroda";"16063092"
"03693";"Meiningen";"Kuhndorf";"16066038"
"03693";"Meiningen";"Meiningen, Stadt";"16066042"
"03693";"Meiningen";"Metzels";"16066044"
"03693";"Meiningen";"Rippershausen";"16066056"
"03693";"Meiningen";"Utendorf";"16066079"
"03693";"Meiningen";"Wallbach";"16066084"
"03693";"Meiningen";"Walldorf";"16066085"
"036940";"Oepfershausen";"Friedelshausen";"16066025"
"036940";"Oepfershausen";"Humpfershausen";"16066033"
"036940";"Oepfershausen";"Oepfershausen";"16066053"
"036940";"Oepfershausen";"Schwallungen";"16066064"
"036940";"Oepfershausen";"Unterkatz";"16066075"
"036941";"Wasungen";"Mehmels";"16066041"
"036941";"Wasungen";"Schwallungen";"16066064"
"036941";"Wasungen";"Wahns";"16066083"
"036941";"Wasungen";"Wasungen, Stadt";"16066086"
"036943";"Bettenhausen Thur";"Herpf";"16066031"
"036943";"Bettenhausen Thur";"Rhonblick";"16066093"
"036943";"Bettenhausen Thur";"Stepfershausen";"16066071"
"036944";"Rentwertshausen";"Bibra";"16066011"
"036944";"Rentwertshausen";"Grabfeld";"16066004"
"036944";"Rentwertshausen";"Grabfeld";"16066007"
"036944";"Rentwertshausen";"Grabfeld";"16066054"
"036944";"Rentwertshausen";"Grabfeld";"16066055"
"036944";"Rentwertshausen";"Grabfeld";"16066066"
"036944";"Rentwertshausen";"Grabfeld";"16066091"
"036944";"Rentwertshausen";"Nordheim";"16066046"
"036945";"Henneberg";"Bauerbach";"16066003"
"036945";"Henneberg";"Henneberg";"16066028"
"036945";"Henneberg";"Rhonblick";"16066093"
"036945";"Henneberg";"Sulzfeld";"16066073"
"036946";"Erbenhausen Thur";"Birx";"16066012"
"036946";"Erbenhausen Thur";"Erbenhausen";"16066019"
"036946";"Erbenhausen Thur";"Frankenheim/Rhon";"16066024"
"036946";"Erbenhausen Thur";"Kaltensundheim";"16066035"
"036946";"Erbenhausen Thur";"Kaltenwestheim";"16066036"
"036946";"Erbenhausen Thur";"Melpers";"16066043"
"036946";"Erbenhausen Thur";"Oberweid";"16066052"
"036946";"Erbenhausen Thur";"Unterweid";"16066078"
"036947";"Juchsen";"Grabfeld";"16066021"
"036947";"Juchsen";"Grabfeld";"16066034"
"036947";"Juchsen";"Neubrunn";"16066045"
"036947";"Juchsen";"Wolfershausen";"16066088"
"036948";"Romhild";"Gleichamberg";"16069014"
"036948";"Romhild";"Haina";"16069018"
"036948";"Romhild";"Mendhausen";"16069031"
"036948";"Romhild";"Milz";"16069032"
"036948";"Romhild";"Romhild, Stadt";"16069038"
"036948";"Romhild";"Westenfeld";"16069055"
"036949";"Oberma?feld-Grimmenthal";"Belrieth";"16066005"
"036949";"Oberma?feld-Grimmenthal";"Einhausen";"16066017"
"036949";"Oberma?feld-Grimmenthal";"Ellingshausen";"16066018"
"036949";"Oberma?feld-Grimmenthal";"Leutersdorf";"16066039"
"036949";"Oberma?feld-Grimmenthal";"Oberma?feld-Grimmenthal";"16066049"
"036949";"Oberma?feld-Grimmenthal";"Ritschenhausen";"16066057"
"036949";"Oberma?feld-Grimmenthal";"Unterma?feld";"16066076"
"036949";"Oberma?feld-Grimmenthal";"Vachdorf";"16066081"
"03695";"Bad Salzungen";"Bad Salzungen, Stadt";"16063003"
"03695";"Bad Salzungen";"Dorndorf";"16063018"
"03695";"Bad Salzungen";"Immelborn";"16063041"
"03695";"Bad Salzungen";"Leimbach";"16063051"
"03695";"Bad Salzungen";"Merkers-Kieselbach";"16063054"
"03695";"Bad Salzungen";"Moorgrund";"16063094"
"03695";"Bad Salzungen";"Tiefenort";"16063075"
"036961";"Bad Liebenstein";"Bad Liebenstein, Stadt";"16063002"
"036961";"Bad Liebenstein";"Barchfeld";"16063004"
"036961";"Bad Liebenstein";"Schweina";"16063069"
"036961";"Bad Liebenstein";"Steinbach";"16063073"
"036962";"Vacha";"Unterbreizbach";"16063078"
"036962";"Vacha";"Vacha, Stadt";"16063082"
"036962";"Vacha";"Volkershausen";"16063083"
"036963";"Dorndorf Rhon";"Dorndorf";"16063018"
"036963";"Dorndorf Rhon";"Frauensee";"16063029"
"036963";"Dorndorf Rhon";"Martinroda";"16063053"
"036963";"Dorndorf Rhon";"Merkers-Kieselbach";"16063054"
"036963";"Dorndorf Rhon";"Tiefenort";"16063075"
"036963";"Dorndorf Rhon";"Vacha, Stadt";"16063082"
"036963";"Dorndorf Rhon";"Volkershausen";"16063083"
"036964";"Dermbach Rhon";"Andenhausen";"16063001"
"036964";"Dermbach Rhon";"Brunnhartshausen";"16063009"
"036964";"Dermbach Rhon";"Dermbach";"16063015"
"036964";"Dermbach Rhon";"Diedorf/Rhon";"16063016"
"036964";"Dermbach Rhon";"Empfertshausen";"16063023"
"036964";"Dermbach Rhon";"Neidhartshausen";"16063059"
"036964";"Dermbach Rhon";"Urnshausen";"16063081"
"036964";"Dermbach Rhon";"Wiesenthal";"16063086"
"036964";"Dermbach Rhon";"Zella/Rhon";"16063093"
"036965";"Stadtlengsfeld";"Geisa, Stadt";"16063032"
"036965";"Stadtlengsfeld";"Oechsen";"16063062"
"036965";"Stadtlengsfeld";"Stadtlengsfeld, Stadt";"16063072"
"036965";"Stadtlengsfeld";"Volkershausen";"16063083"
"036965";"Stadtlengsfeld";"Weilar";"16063084"
"036965";"Stadtlengsfeld";"Wolferbutt";"16063087"
"036966";"Kaltennordheim";"Aschenhausen";"16066002"
"036966";"Kaltennordheim";"Diedorf/Rhon";"16063016"
"036966";"Kaltennordheim";"Fischbach/Rhon";"16063026"
"036966";"Kaltennordheim";"Kaltenlengsfeld";"16063043"
"036966";"Kaltennordheim";"Kaltennordheim, Stadt";"16063044"
"036966";"Kaltennordheim";"Klings";"16063045"
"036966";"Kaltennordheim";"Oberkatz";"16066048"
"036967";"Geisa";"Buttlar";"16063011"
"036967";"Geisa";"Geisa, Stadt";"16063032"
"036967";"Geisa";"Gerstengrund";"16063033"
"036967";"Geisa";"Rockenstuhl";"16063065"
"036967";"Geisa";"Schleid";"16063068"
"036968";"Rossdorf Rhon";"Rosa";"16066059"
"036968";"Rossdorf Rhon";"Ro?dorf";"16066061"
"036968";"Rossdorf Rhon";"Schwallungen";"16066064"
"036969";"Merkers";"Merkers-Kieselbach";"16063054"
"0371";"Chemnitz";"Amtsberg";"14181010"
"0371";"Chemnitz";"Chemnitz, Stadt";"14161000"
"0371";"Chemnitz";"Hohenstein-Ernstthal, Stadt";"14173100"
"0371";"Chemnitz";"Jahnsdorf/Erzgeb.";"14188125"
"0371";"Chemnitz";"Lichtenau";"14182040"
"0371";"Chemnitz";"Limbach-Oberfrohna, Stadt";"14173140"
"0371";"Chemnitz";"Neukirchen/Erzgeb.";"14188180"
"0371";"Chemnitz";"Oberlungwitz, Stadt";"14173190"
"037200";"Wittgensdorf b Chemnitz";"Chemnitz, Stadt";"14161000"
"037200";"Wittgensdorf b Chemnitz";"Hartmannsdorf";"14182160"
"037200";"Wittgensdorf b Chemnitz";"Lichtenau";"14182040"
"037200";"Wittgensdorf b Chemnitz";"Taura";"14182420"
"037202";"Claussnitz b Chemnitz";"Clau?nitz";"14182080"
"037202";"Claussnitz b Chemnitz";"Konigshain-Wiederau";"14182200"
"037203";"Gersdorf b Chemnitz";"Gersdorf";"14173060"
"037203";"Gersdorf b Chemnitz";"Oberlungwitz, Stadt";"14173190"
"037204";"Lichtenstein Sachs";"Bernsdorf";"14173010"
"037204";"Lichtenstein Sachs";"Hohndorf";"14188100"
"037204";"Lichtenstein Sachs";"Lichtenstein/Sa., Stadt";"14173130"
"037204";"Lichtenstein Sachs";"Mulsen";"14193265"
"037204";"Lichtenstein Sachs";"St. Egidien";"14173250"
"037206";"Frankenberg";"Frankenberg/Sa., Stadt";"14182120"
"037206";"Frankenberg";"Lichtenau";"14182040"
"037206";"Frankenberg";"Niederwiesa";"14177320"
"037207";"Hainichen";"Frankenberg/Sa., Stadt";"14182120"
"037207";"Hainichen";"Hainichen, Stadt";"14182150"
"037207";"Hainichen";"Rossau";"14182360"
"037207";"Hainichen";"Striegistal";"14182410"
"037207";"Hainichen";"Tiefenbach";"14182450"
"037208";"Auerswalde";"Lichtenau";"14182040"
"037209";"Einsiedel b Chemnitz";"Amtsberg";"14181010"
"037209";"Einsiedel b Chemnitz";"Burkhardtsdorf";"14188050"
"037209";"Einsiedel b Chemnitz";"Chemnitz, Stadt";"14161000"
"03721";"Meinersdorf";"Auerbach";"14188020"
"03721";"Meinersdorf";"Burkhardtsdorf";"14188050"
"03721";"Meinersdorf";"Gelenau/Erzgeb.";"14171110"
"03721";"Meinersdorf";"Gornsdorf";"14188090"
"03721";"Meinersdorf";"Hormersdorf";"14188110"
"03721";"Meinersdorf";"Jahnsdorf/Erzgeb.";"14188125"
"03721";"Meinersdorf";"Neukirchen/Erzgeb.";"14188180"
"03721";"Meinersdorf";"Thalheim/Erzgeb., Stadt";"14188240"
"03721";"Meinersdorf";"Zwonitz, Stadt";"14188260"
"03722";"Limbach-Oberfrohna";"Callenberg";"14173030"
"03722";"Limbach-Oberfrohna";"Chemnitz, Stadt";"14161000"
"03722";"Limbach-Oberfrohna";"Hartmannsdorf";"14182160"
"03722";"Limbach-Oberfrohna";"Limbach-Oberfrohna, Stadt";"14173140"
"03722";"Limbach-Oberfrohna";"Muhlau";"14182300"
"03722";"Limbach-Oberfrohna";"Niederfrohna";"14173180"
"03723";"Hohenstein-Ernstthal";"Bernsdorf";"14173010"
"03723";"Hohenstein-Ernstthal";"Callenberg";"14173030"
"03723";"Hohenstein-Ernstthal";"Gersdorf";"14173060"
"03723";"Hohenstein-Ernstthal";"Hohenstein-Ernstthal, Stadt";"14173100"
"03723";"Hohenstein-Ernstthal";"Oberlungwitz, Stadt";"14173190"
"03723";"Hohenstein-Ernstthal";"St. Egidien";"14173250"
"03724";"Burgstadt";"Burgstadt, Stadt";"14182060"
"03724";"Burgstadt";"Clau?nitz";"14182080"
"03724";"Burgstadt";"Hartmannsdorf";"14182160"
"03724";"Burgstadt";"Penig, Stadt";"14182330"
"03724";"Burgstadt";"Taura";"14182420"
"03725";"Zschopau";"Amtsberg";"14181010"
"03725";"Zschopau";"Bornichen/Erzgeb.";"14181030"
"03725";"Zschopau";"Drebach";"14181080"
"03725";"Zschopau";"Gornau/Erzgeb.";"14181110"
"03725";"Zschopau";"Gro?olbersdorf";"14181130"
"03725";"Zschopau";"Venusberg";"14181370"
"03725";"Zschopau";"Waldkirchen/Erzgeb.";"14181380"
"03725";"Zschopau";"Zschopau, Stadt";"14181420"
"03726";"Floha";"Chemnitz, Stadt";"14161000"
"03726";"Floha";"Falkenau";"14177110"
"03726";"Floha";"Floha, Stadt";"14177120"
"03726";"Floha";"Frankenberg/Sa., Stadt";"14182120"
"03726";"Floha";"Niederwiesa";"14177320"
"03727";"Mittweida";"Altmittweida";"14182020"
"03727";"Mittweida";"Erlau";"14182100"
"03727";"Mittweida";"Konigshain-Wiederau";"14182200"
"03727";"Mittweida";"Kriebstein";"14182210"
"03727";"Mittweida";"Lichtenau";"14182040"
"03727";"Mittweida";"Mittweida, Stadt";"14182280"
"03727";"Mittweida";"Rossau";"14182360"
"037291";"Augustusburg";"Augustusburg, Stadt";"14177010"
"037291";"Augustusburg";"Falkenau";"14177110"
"037291";"Augustusburg";"Leubsdorf";"14177260"
"037291";"Augustusburg";"Oederan, Stadt";"14177340"
"037292";"Oederan";"Brand-Erbisdorf, Stadt";"14177030"
"037292";"Oederan";"Falkenau";"14177110"
"037292";"Oederan";"Frankenberg/Sa., Stadt";"14182120"
"037292";"Oederan";"Frankenstein";"14177130"
"037292";"Oederan";"Oderan";"14177160"
"037292";"Oederan";"Oederan, Stadt";"14177340"
